ticket_id,platform,priority,status,assigned_group,title,description,root_cause,resolution_summary,created_date,resolved_date,app_link,full_text,full_text_clean,cluster_id
CW-1195,CloudWatch,High,In Progress,Helpdesk,Lambda timeout errors increasing,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Optimized Lambda execution time.,2025-01-06 13:00:00,2025-01-07 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1195,CloudWatch - Lambda timeout errors increasing Monitoring detected abnormal spike in CPU usage.,cloudwatch - lambda timeout errors increasing monitoring detected abnormal spike in cpu usage.,13
JIRA-1033,Jira,Critical,Resolved,DevOps,Email service outage,Database query execution time exceeding normal threshold.,Database deadlock,Optimized memory allocation and redeployed.,2025-02-02 15:00:00,2025-02-03 21:00:00,https://jira.example.com/browse/JIRA-1033,Jira - Email service outage Database query execution time exceeding normal threshold.,jira - email service outage database query execution time exceeding normal threshold.,0
JIRA-1031,Jira,High,Resolved,Helpdesk,Database timeout issue,Database query execution time exceeding normal threshold.,Expired authentication token,Restarted impacted service and cleared cache.,2025-01-27 07:00:00,2025-01-28 22:00:00,https://jira.example.com/browse/JIRA-1031,Jira - Database timeout issue Database query execution time exceeding normal threshold.,jira - database timeout issue database query execution time exceeding normal threshold.,0
JIRA-1199,Jira,Critical,In Progress,DBA Team,Disk space running low,Users reported service disruptions affecting business workflow.,Database deadlock,Restarted impacted service and cleared cache.,2025-02-03 22:00:00,2025-02-04 10:00:00,https://jira.example.com/browse/JIRA-1199,Jira - Disk space running low Users reported service disruptions affecting business workflow.,jira - disk space running low users reported service disruptions affecting business workflow.,12
TAB-1165,Tableau,Critical,Closed,Security Ops,Extract refresh failed,Interactive filters returning empty result set.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-02-05 21:00:00,2025-02-06 17:00:00,https://tableau.example.com/views/TAB-1165,Tableau - Extract refresh failed Interactive filters returning empty result set.,tableau - extract refresh failed interactive filters returning empty result set.,6
PBI-1086,PowerBI,Critical,In Progress,Cloud Team,Gateway connection error,Visuals stuck loading indefinitely.,Gateway authentication failure,Reconfigured gateway settings and validated connectivity.,2025-02-07 21:00:00,2025-02-08 23:00:00,https://app.powerbi.com/reports/PBI-1086,PowerBI - Gateway connection error Visuals stuck loading indefinitely.,powerbi - gateway connection error visuals stuck loading indefinitely.,17
PBI-1194,PowerBI,Critical,In Progress,Network Ops,Incorrect KPI values displayed,Scheduled data refresh encountered failure due to timeout.,Gateway authentication failure,Corrected data transformation steps.,2025-02-08 04:00:00,2025-02-08 09:00:00,https://app.powerbi.com/reports/PBI-1194,PowerBI - Incorrect KPI values displayed Scheduled data refresh encountered failure due to timeout.,powerbi - incorrect kpi values displayed scheduled data refresh encountered failure due to timeout.,8
PBI-1168,PowerBI,Critical,In Progress,DevOps,Row-level security not applied,Users reported mismatched revenue numbers in dashboard.,Dataset schema mismatch,Reconfigured gateway settings and validated connectivity.,2025-02-02 00:00:00,2025-02-02 10:00:00,https://app.powerbi.com/reports/PBI-1168,PowerBI - Row-level security not applied Users reported mismatched revenue numbers in dashboard.,powerbi - row-level security not applied users reported mismatched revenue numbers in dashboard.,2
PBI-1028,PowerBI,Critical,In Progress,Cloud Team,Slow dataset refresh performance,Unable to connect to on-prem data gateway.,Dataset schema mismatch,Corrected data transformation steps.,2025-01-18 04:00:00,2025-01-20 21:00:00,https://app.powerbi.com/reports/PBI-1028,PowerBI - Slow dataset refresh performance Unable to connect to on-prem data gateway.,powerbi - slow dataset refresh performance unable to connect to on-prem data gateway.,16
JIRA-1137,Jira,Medium,Closed,DevOps,503 service unavailable,Users reported service disruptions affecting business workflow.,Firewall misconfiguration,Renewed authentication certificate.,2025-01-01 03:00:00,2025-01-04 03:00:00,https://jira.example.com/browse/JIRA-1137,Jira - 503 service unavailable Users reported service disruptions affecting business workflow.,jira - 503 service unavailable users reported service disruptions affecting business workflow.,12
JIRA-1072,Jira,Critical,In Progress,Network Ops,User unable to login,Database query execution time exceeding normal threshold.,Database deadlock,Renewed authentication certificate.,2025-01-23 19:00:00,2025-01-26 11:00:00,https://jira.example.com/browse/JIRA-1072,Jira - User unable to login Database query execution time exceeding normal threshold.,jira - user unable to login database query execution time exceeding normal threshold.,0
JIRA-1077,Jira,High,Resolved,Helpdesk,Disk space running low,Users reported service disruptions affecting business workflow.,Firewall misconfiguration,Optimized memory allocation and redeployed.,2025-02-09 22:00:00,2025-02-10 22:00:00,https://jira.example.com/browse/JIRA-1077,Jira - Disk space running low Users reported service disruptions affecting business workflow.,jira - disk space running low users reported service disruptions affecting business workflow.,12
PBI-1112,PowerBI,Critical,Closed,Cloud Team,Incorrect KPI values displayed,Users reported mismatched revenue numbers in dashboard.,Gateway server under maintenance,Adjusted schema and refreshed dataset successfully.,2025-02-07 12:00:00,2025-02-09 07:00:00,https://app.powerbi.com/reports/PBI-1112,PowerBI - Incorrect KPI values displayed Users reported mismatched revenue numbers in dashboard.,powerbi - incorrect kpi values displayed users reported mismatched revenue numbers in dashboard.,2
CW-1183,CloudWatch,Low,Open,DBA Team,Lambda timeout errors increasing,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Scaled instance type.,2025-01-17 00:00:00,2025-01-17 19:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1183,CloudWatch - Lambda timeout errors increasing Failure trend observed across multiple Lambda executions.,cloudwatch - lambda timeout errors increasing failure trend observed across multiple lambda executions.,18
CW-1186,CloudWatch,High,Closed,Network Ops,Lambda timeout errors increasing,Failure trend observed across multiple Lambda executions.,Unoptimized workload placement,Increased allocated resources.,2025-01-09 06:00:00,2025-01-11 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1186,CloudWatch - Lambda timeout errors increasing Failure trend observed across multiple Lambda executions.,cloudwatch - lambda timeout errors increasing failure trend observed across multiple lambda executions.,18
TAB-1075,Tableau,Low,In Progress,Cloud Team,Missing data in visualization,Users experiencing delay in loading components.,Data source credentials expired,Updated credentials and reran extract.,2025-01-15 07:00:00,2025-01-15 14:00:00,https://tableau.example.com/views/TAB-1075,Tableau - Missing data in visualization Users experiencing delay in loading components.,tableau - missing data in visualization users experiencing delay in loading components.,7
TAB-1161,Tableau,Medium,Closed,Security Ops,Missing data in visualization,Scheduled extract refresh failure detected.,Tableau server CPU overload,Adjusted filter logic and republished dashboard.,2025-01-08 01:00:00,2025-01-10 00:00:00,https://tableau.example.com/views/TAB-1161,Tableau - Missing data in visualization Scheduled extract refresh failure detected.,tableau - missing data in visualization scheduled extract refresh failure detected.,14
JIRA-1096,Jira,Low,Closed,DBA Team,Disk space running low,System detected performance degradation across multiple nodes.,Memory leak issue,Restarted impacted service and cleared cache.,2025-01-31 07:00:00,2025-02-02 18:00:00,https://jira.example.com/browse/JIRA-1096,Jira - Disk space running low System detected performance degradation across multiple nodes.,jira - disk space running low system detected performance degradation across multiple nodes.,19
CW-1041,CloudWatch,Critical,Resolved,DBA Team,S3 request latency unusually high,Elevated latency impacting application performance.,Infinite loop execution,Optimized Lambda execution time.,2025-01-12 18:00:00,2025-01-12 19:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1041,CloudWatch - S3 request latency unusually high Elevated latency impacting application performance.,cloudwatch - s3 request latency unusually high elevated latency impacting application performance.,5
CW-1115,CloudWatch,Critical,Open,DevOps,RDS free storage space critically low,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Scaled instance type.,2025-02-08 15:00:00,2025-02-10 05:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1115,CloudWatch - RDS free storage space critically low Monitoring detected abnormal spike in CPU usage.,cloudwatch - rds free storage space critically low monitoring detected abnormal spike in cpu usage.,18
TAB-1081,Tableau,High,In Progress,Network Ops,Dashboard filter not working,Interactive filters returning empty result set.,Network throttling issue,Adjusted filter logic and republished dashboard.,2025-01-27 15:00:00,2025-01-29 11:00:00,https://tableau.example.com/views/TAB-1081,Tableau - Dashboard filter not working Interactive filters returning empty result set.,tableau - dashboard filter not working interactive filters returning empty result set.,6
TAB-1193,Tableau,Medium,In Progress,Security Ops,Tableau dashboard not refreshing,Users experiencing delay in loading components.,Network throttling issue,Optimized query and reindexed table.,2025-01-10 14:00:00,2025-01-13 04:00:00,https://tableau.example.com/views/TAB-1193,Tableau - Tableau dashboard not refreshing Users experiencing delay in loading components.,tableau - tableau dashboard not refreshing users experiencing delay in loading components.,7
CW-1028,CloudWatch,Critical,Closed,Network Ops,ELB target health check failures,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-09 13:00:00,2025-01-10 04:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1028,CloudWatch - ELB target health check failures Auto-recovery event performed by AWS.,cloudwatch - elb target health check failures auto-recovery event performed by aws.,13
CW-1008,CloudWatch,Critical,Closed,Network Ops,RDS free storage space critically low,Auto-recovery event performed by AWS.,Unbalanced traffic routing,Optimized Lambda execution time.,2025-01-01 06:00:00,2025-01-01 21:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1008,CloudWatch - RDS free storage space critically low Auto-recovery event performed by AWS.,cloudwatch - rds free storage space critically low auto-recovery event performed by aws.,10
CW-1105,CloudWatch,Critical,Resolved,Cloud Team,EC2 instance restart detected,Monitoring detected abnormal spike in CPU usage.,High read/write operations,Increased allocated resources.,2025-02-04 01:00:00,2025-02-05 08:00:00,https://console.aws.amazon.com/cloudwatch/home#alarms/CW-1105,CloudWatch - EC2 instance restart detected Monitoring detected abnormal spike in CPU usage.,cloudwatch - ec2 instance restart detected monitoring detected abnormal spike in cpu usage.,13
